id,year,team1,score1,score2,team2
9050,2012,lanus,2,2,newell's old boys
9051,2012,colon (santa fe),4,1,banfield
9052,2012,atletico rafaela,0,2,godoy cruz at
9053,2012,velez sarsfield,1,0,racing club
9054,2012,boca juniors,2,0,olimpo
9055,2012,lanus,4,1,san lorenzo
9056,2012,belgrano (cba),0,0,all boys (buenos aires)
9057,2012,estudiantes lp,1,1,newell's old boys
9058,2012,san martin (san juan),1,0,independiente
9059,2012,racing club,0,0,tigre
9060,2012,velez sarsfield,1,1,godoy cruz at
9061,2012,atletico rafaela,3,0,banfield
9062,2012,argentinos juniors,0,0,union (santa fe)
9063,2012,colon (santa fe),0,0,arsenal
9064,2012,olimpo,4,1,belgrano (cba)
9065,2012,banfield,0,4,velez sarsfield
9066,2012,newell's old boys,1,0,argentinos juniors
9067,2012,all boys (buenos aires),2,0,colon (santa fe)
9068,2012,arsenal,2,2,atletico rafaela
9069,2012,independiente,0,1,lanus
9070,2012,san lorenzo,1,1,estudiantes lp
9071,2012,union (santa fe),0,0,boca juniors
9072,2012,godoy cruz at,1,0,racing club
9073,2012,tigre,3,1,san martin (san juan)
9074,2012,atletico rafaela,0,1,all boys (buenos aires)
9075,2012,belgrano (cba),1,0,union (santa fe)
9076,2012,colon (santa fe),3,1,olimpo
9077,2012,argentinos juniors,0,1,san lorenzo
9078,2012,estudiantes lp,2,0,independiente
9079,2012,godoy cruz at,0,2,tigre
9080,2012,racing club,1,2,banfield
9081,2012,velez sarsfield,3,2,arsenal
9082,2012,boca juniors,2,0,newell's old boys
9083,2012,lanus,1,3,san martin (san juan)
9084,2012,newell's old boys,0,2,belgrano (cba)
9085,2012,banfield,1,1,godoy cruz at
9086,2012,san martin (san juan),0,1,estudiantes lp
9087,2012,independiente,1,3,argentinos juniors
9088,2012,all boys (buenos aires),0,0,velez sarsfield
9089,2012,tigre,1,0,lanus
9090,2012,san lorenzo,0,2,boca juniors
9091,2012,union (santa fe),2,2,colon (santa fe)
9092,2012,arsenal,0,0,racing club
9093,2012,olimpo,2,1,atletico rafaela
9094,2012,colon (santa fe),0,3,newell's old boys
9095,2012,estudiantes lp,1,0,lanus
9096,2012,racing club,3,0,all boys (buenos aires)
9097,2012,belgrano (cba),1,2,san lorenzo
9098,2012,argentinos juniors,1,1,san martin (san juan)
9099,2012,banfield,0,2,tigre
9100,2012,godoy cruz at,0,1,arsenal
9101,2012,atletico rafaela,0,2,union (santa fe)
9102,2012,boca juniors,4,5,independiente
9103,2012,velez sarsfield,1,0,olimpo
9104,2012,lanus,0,1,argentinos juniors
9105,2012,all boys (buenos aires),1,1,godoy cruz at
9106,2012,tigre,1,1,estudiantes lp
9107,2012,independiente,2,0,belgrano (cba)
9108,2012,union (santa fe),3,3,velez sarsfield
9109,2012,olimpo,0,3,racing club
9110,2012,san martin (san juan),0,1,boca juniors
9111,2012,san lorenzo,1,1,colon (santa fe)
9112,2012,newell's old boys,1,0,atletico rafaela
9113,2012,arsenal,1,0,banfield
9114,2012,banfield,0,0,all boys (buenos aires)
9115,2012,racing club,0,3,union (santa fe)
9116,2012,atletico rafaela,2,1,san lorenzo
9117,2012,belgrano (cba),1,1,san martin (san juan)
9118,2012,arsenal,1,0,tigre
9119,2012,colon (santa fe),3,0,independiente
9120,2012,boca juniors,2,2,lanus
9121,2012,argentinos juniors,1,2,estudiantes lp
9122,2012,godoy cruz at,1,1,olimpo
9123,2012,velez sarsfield,0,1,newell's old boys
9124,2012,lanus,0,1,belgrano (cba)
9125,2012,tigre,1,2,argentinos juniors
9126,2012,independiente,2,0,atletico rafaela
9127,2012,union (santa fe),1,1,godoy cruz at
9128,2012,olimpo,2,5,banfield
9129,2012,estudiantes lp,0,3,boca juniors
9130,2012,san martin (san juan),2,2,colon (santa fe)
9131,2012,san lorenzo,0,2,velez sarsfield
9132,2012,newell's old boys,2,0,racing club
9133,2012,all boys (buenos aires),0,2,arsenal
9134,2012,arsenal,2,1,olimpo
9135,2012,velez sarsfield,1,1,independiente
9136,2012,all boys (buenos aires),2,0,tigre
9137,2012,banfield,2,2,union (santa fe)
9138,2012,atletico rafaela,3,1,san martin (san juan)
9139,2012,colon (santa fe),1,0,lanus
9140,2012,boca juniors,2,1,argentinos juniors
9141,2012,godoy cruz at,1,1,newell's old boys
9142,2012,belgrano (cba),2,1,estudiantes lp
9143,2012,racing club,1,1,san lorenzo
9144,2012,estudiantes lp,2,2,colon (santa fe)
9145,2012,san martin (san juan),1,3,velez sarsfield
9146,2012,independiente,4,1,racing club
9147,2012,san lorenzo,3,0,godoy cruz at
9148,2012,olimpo,1,2,all boys (buenos aires)
9149,2012,tigre,2,1,boca juniors
9150,2012,argentinos juniors,0,0,belgrano (cba)
9151,2012,newell's old boys,3,0,banfield
9152,2012,union (santa fe),1,0,arsenal
9153,2012,lanus,1,0,atletico rafaela
9154,2012,tigre,1,0,olimpo
9155,2012,velez sarsfield,0,0,lanus
9156,2012,atletico rafaela,3,2,estudiantes lp
9157,2012,colon (santa fe),1,0,argentinos juniors
9158,2012,racing club,1,0,san martin (san juan)
9159,2012,all boys (buenos aires),2,1,union (santa fe)
9160,2012,banfield,1,1,san lorenzo
9161,2012,godoy cruz at,0,0,independiente
9162,2012,belgrano (cba),1,1,boca juniors
9163,2012,arsenal,1,1,newell's old boys
9164,2012,estudiantes lp,0,2,velez sarsfield
9165,2012,lanus,3,1,racing club
9166,2012,boca juniors,1,0,colon (santa fe)
9167,2012,san martin (san juan),1,0,godoy cruz at
9168,2012,independiente,2,0,banfield
9169,2012,newell's old boys,1,1,all boys (buenos aires)
9170,2012,argentinos juniors,0,0,atletico rafaela
9171,2012,san lorenzo,2,0,arsenal
9172,2012,union (santa fe),2,0,olimpo
9173,2012,belgrano (cba),1,1,tigre
9174,2012,banfield,1,2,san martin (san juan)
9175,2012,tigre,4,0,union (santa fe)
9176,2012,arsenal,3,1,independiente
9177,2012,velez sarsfield,0,2,argentinos juniors
9178,2012,olimpo,1,2,newell's old boys
9179,2012,all boys (buenos aires),0,0,san lorenzo
9180,2012,godoy cruz at,0,1,lanus
9181,2012,racing club,2,0,estudiantes lp
9182,2012,atletico rafaela,2,2,boca juniors
9183,2012,colon (santa fe),2,0,belgrano (cba)
9184,2012,estudiantes lp,1,0,godoy cruz at
9185,2012,san martin (san juan),1,4,arsenal
9186,2012,belgrano (cba),1,1,atletico rafaela
9187,2012,independiente,0,3,all boys (buenos aires)
9188,2012,san lorenzo,1,1,olimpo
9189,2012,newell's old boys,3,1,union (santa fe)
9190,2012,colon (santa fe),1,1,tigre
9191,2012,boca juniors,0,0,velez sarsfield
9192,2012,argentinos juniors,2,1,racing club
9193,2012,lanus,2,1,banfield
9194,2012,tigre,3,1,newell's old boys
9195,2012,godoy cruz at,1,1,argentinos juniors
9196,2012,union (santa fe),1,0,san lorenzo
9197,2012,all boys (buenos aires),1,0,san martin (san juan)
9198,2012,banfield,0,3,estudiantes lp
9199,2012,olimpo,2,1,independiente
9200,2012,racing club,0,2,boca juniors
9201,2012,velez sarsfield,0,1,belgrano (cba)
9202,2012,atletico rafaela,0,0,colon (santa fe)
9203,2012,arsenal,3,1,lanus
9204,2012,san martin (san juan),3,2,olimpo
9205,2012,belgrano (cba),0,1,racing club
9206,2012,argentinos juniors,1,0,banfield
9207,2012,lanus,1,0,all boys (buenos aires)
9208,2012,atletico rafaela,1,1,tigre
9209,2012,boca juniors,3,0,godoy cruz at
9210,2012,independiente,0,0,union (santa fe)
9211,2012,san lorenzo,3,2,newell's old boys
9212,2012,colon (santa fe),0,2,velez sarsfield
9213,2012,estudiantes lp,1,1,arsenal
9214,2012,arsenal,3,1,argentinos juniors
9215,2012,newell's old boys,2,1,independiente
9216,2012,union (santa fe),0,0,san martin (san juan)
9217,2012,banfield,1,1,boca juniors
9218,2012,velez sarsfield,2,1,atletico rafaela
9219,2012,tigre,3,1,san lorenzo
9220,2012,olimpo,2,2,lanus
9221,2012,all boys (buenos aires),3,1,estudiantes lp
9222,2012,godoy cruz at,2,1,belgrano (cba)
9223,2012,racing club,1,1,colon (santa fe)
9224,2012,lanus,0,0,union (santa fe)
9225,2012,san martin (san juan),2,1,newell's old boys
9226,2012,velez sarsfield,0,1,tigre
9227,2012,belgrano (cba),3,1,banfield
9228,2012,estudiantes lp,1,0,olimpo
9229,2012,atletico rafaela,4,2,racing club
9230,2012,boca juniors,0,3,arsenal
9231,2012,argentinos juniors,1,0,all boys (buenos aires)
9232,2012,independiente,0,0,san lorenzo
9233,2012,colon (santa fe),2,0,godoy cruz at
9234,2012,newell's old boys,0,0,lanus
9235,2012,olimpo,0,0,argentinos juniors
9236,2012,racing club,1,2,velez sarsfield
9237,2012,tigre,2,2,independiente
9238,2012,san lorenzo,3,1,san martin (san juan)
9239,2012,union (santa fe),2,2,estudiantes lp
9240,2012,all boys (buenos aires),3,1,boca juniors
9241,2012,arsenal,1,0,belgrano (cba)
9242,2012,banfield,0,3,colon (santa fe)
9243,2012,godoy cruz at,1,3,atletico rafaela
9244,2012,rosario central,0,0,san martin (san juan)
9245,2012,instituto (cordoba),0,2,san lorenzo
9246,2012,san martin (san juan),0,0,rosario central
9247,2012,san lorenzo,1,1,instituto (cordoba)
9248,2012,cuervos del fin del mundo (tf),1,0,real madrid (rio grande)
9249,2012,ca riojano (la rioja),2,1,atletico chilecito
9250,2012,real madrid (rio grande),2,0,cuervos del fin del mundo (tierra del fuego)
9251,2012,victoriano arenas,0,2,argentino de quilmes
9252,2012,ituzaingo,1,0,argentino (rosario)
9253,2012,deportivo riestra,1,0,deportivo muniz
9254,2012,juventud unida,1,0,central ballester
9255,2012,fenix,1,0,sportivo barracas
9256,2012,yupanqui,2,0,deportivo paraguayo
9257,2012,san telmo,2,0,san miguel
9258,2012,argentino de merlo,3,1,liniers
9259,2012,acassuso,1,0,argentino de quilmes
9260,2012,nueva chicago,2,0,ituzaingo
9261,2012,deportivo armenio,1,3,villa dalmine
9262,2012,brown (adrogue),0,1,defensores de cambaceres
9263,2012,colegiales,1,0,uai urquiza
9264,2012,estudiantes ba,1,0,defensores unidos
9265,2012,sportivo italiano,2,1,lujan
9266,2012,temperley,2,1,yupanqui
9267,2012,deportivo moron,2,0,canuelas
9268,2012,platense,3,1,juventud unida
9269,2012,racing (cordoba),1,0,ca riojano (la rioja)
9270,2012,atletico trinidad (san juan),1,0,del bono (san juan)
9271,2012,huracan las heras (mendoza),1,2,deportivo guaymallen (mendoza)
9272,2012,boca juniors (rio gallegos),2,0,real madrid (rio gallegos)
9273,2012,deportivo madryn (pto madryn),1,2,racing (trelew)
9274,2012,huracan (comodoro rivadavia),1,0,jorge newbery (comodoro rivadavia)
9275,2012,cipolletti (rio negro),2,3,deportivo roca
9276,2012,cruz del sur (ingjacobacci),1,0,maronese (neuquen)
9277,2012,villa mitre (bahia blanca),1,0,alvear fc (intendente alvear)
9278,2012,rivadavia (lincoln),2,0,la emilia (san nicolas)
9279,2012,douglas haig (pergamino),2,1,ferro carril sud (tandil)
9280,2012,racing (olavarria),5,0,grupo universitario (tandil)
9281,2012,defensores de belgrano (vr),2,0,once tigres (nueve de julio)
9282,2012,juventud unida (gualeguaychu),0,1,atletico san jorge (santa fe)
9283,2012,sportivo patria,1,0,chaco for ever (resistencia)
9284,2012,talleres (cordoba),4,1,general paz juniors (cordoba)
9285,2012,alumni (villa maria),3,1,sportivo las parejas
9286,2012,atletico policial (catamarca),1,0,villa cubas
9287,2012,juventud antoniana (salta),1,0,concepcion fc (tucuman)
9288,2012,gimnasia y tiro (salta),2,0,deportivo san jorge (tucuman)
9289,2012,sarmiento (sgo del estero),1,0,atletico concepcion (banda del rio sali)
9290,2012,union (mar del plata),2,0,liniers (bahia blanca)
9291,2012,libertad (sunchales),2,0,ben hur (rafaela)
9292,2012,gimnasia y esgrima (cdu),3,2,defensores (pronunciamiento)
9293,2012,central cordoba (sgo estero),2,1,mitre (santiago del estero)
9294,2012,sportivo belgrano (sfco),4,2,tiro federal (morteros)
9295,2012,deportivo roca,1,0,cruz del sur (ingjacobacci)
9296,2012,ramon santamarina (tandil),1,0,villa mitre (bahia blanca)
9297,2012,racing (olavarria),1,0,defensores de belgrano (villa ramallo)
9298,2012,atletico parana,1,0,atletico san jorge (santa fe)
9299,2012,gimnasia y esgrima (cdu),3,0,club sportivo las heras (concordia)
9300,2012,sarmiento (resistencia),4,1,sportivo patria
9301,2012,crucero del norte (garupa),2,1,guarani afranco (posadas)
9302,2012,deportivo maipu (mendoza),0,1,deportivo guaymallen (mendoza)
9303,2012,alvarado,1,2,union (mar del plata)
9304,2012,racing (cordoba),2,1,atenas (rio iv)
9305,2012,san martin (tucuman),4,0,sarmiento (sgo del estero)
9306,2012,juventud unida (san luis),1,0,alumni (villa maria)
9307,2012,central norte (salta),2,0,talleres (perico)
9308,2012,tristan suarez,0,1,el porvenir
9309,2012,comunicaciones,1,2,colegiales
9310,2012,deportivo moron,0,1,sarmiento (junin)
9311,2012,general lamadrid,2,1,nueva chicago
9312,2012,almagro,0,1,defensores de belgrano
9313,2012,ramon santamarina,1,0,union (mar del plata)
9314,2012,atletico parana,2,1,gimnasia y esgrima (cdu)
9315,2012,talleres (cordoba),1,0,racing (cordoba)
9316,2012,sportivo belgrano (sfco),1,0,douglas haig (pergamino)
9317,2012,gimnasia y tiro (salta),2,4,central norte (salta)
9318,2012,libertad (sunchales),0,3,central cordoba (rosario)
9319,2012,huracan (tres arroyos),1,3,racing (olavarria)
9320,2012,san martin (san juan),0,1,sarmiento (junin)
9321,2012,independiente,4,0,colegiales
9322,2012,san lorenzo de almagro,2,1,villa dalmine
9323,2012,atletico tucuman,3,2,estudiantes (ba)
9324,2012,estudiantes lp,2,1,union (villa krause)
9325,2012,chacarita juniors,2,1,union (santa fe)
9326,2012,tigre,4,2,defensa y justicia
9327,2012,belgrano (cba),3,0,sacachispas
9328,2012,central norte (salta),1,2,olimpo (bahia blanca)
9329,2012,colon (santa fe),2,1,talleres (cordoba)
9330,2012,sportivo desamparados (sj),0,1,gimnasia y esgrima lp
9331,2012,banfield,2,1,atletico parana
9332,2012,racing club,2,0,el porvenir
9333,2012,sarmiento (resistencia),1,0,gimnasia y esgrima (jujuy)
9334,2012,deportivo guaymallen (mza),0,2,deportivo merlo
9335,2012,atletico policial (catamarca),4,1,instituto (cordoba)
9336,2012,river plate,1,0,defensores de belgrano
9337,2012,rosario central,1,0,guillermo brown (pm)
9338,2012,argentinos juniors,3,0,racing (olavarria)
9339,2012,velez sarsfield,2,0,racing (trelew)
9340,2012,arsenal,2,1,general lamadrid
9341,2012,central cordoba (rosario),0,2,boca juniors
9342,2012,sportivo belgrano (sfco),0,2,river plate
9343,2012,belgrano (cba),2,0,independiente
9344,2012,colon (santa fe),0,1,sarmiento (junin)
9345,2012,atlanta,1,2,quilmes
9346,2012,atletico rafaela,2,0,banfield
9347,2012,racing club,3,1,patronato (parana)
9348,2012,sarmiento (resistencia),2,1,arsenal
9349,2012,atletico policial (catamarca),0,4,barracas central
9350,2012,aldosivi,0,2,argentinos juniors
9351,2012,quilmes,1,2,river plate
9352,2012,tigre,1,0,argentinos juniors
9353,2012,racing club,2,0,sarmiento (resistencia)
9354,2012,deportivo merlo,2,1,sarmiento (junin]
9355,2012,belgrano (cba),1,2,rosario central
9356,2012,atletico tucuman,0,1,racing club
9357,2012,river plate,2,0,san lorenzo de almagro
9358,2012,deportivo merlo,2,1,tigre
9359,2012,boca juniors,2,1,racing club
9360,2012,defensa y justicia,1,2,rosario central
9361,2012,atlanta,1,1,aldosivi
9362,2012,gmobrown (ptomadryn),1,1,deportivo merlo
9363,2012,boca unidos (corrientes),3,1,quilmes
9364,2012,gimnasia y esgrima (jujuy),0,0,ferro carril oeste
9365,2012,sportivo desamparados (sj),1,0,patronato (parana)
9366,2012,gimnasia y esgrima lp,3,2,atletico tucuman
9367,2012,instituto (cordoba),2,0,huracan
9368,2012,almirante brown,2,0,independiente rivadavia (mza)
9369,2012,river plate,1,0,chacarita juniors
9370,2012,quilmes,2,0,almirante brown
9371,2012,independiente rivadavia (mza),1,3,river plate
9372,2012,deportivo merlo,1,0,boca unidos (corrientes)
9373,2012,ferro carril oeste,2,0,gmobrown (ptomadryn)
9374,2012,huracan,0,2,gimnasia y esgrima (jujuy)
9375,2012,aldosivi,2,2,instituto (cordoba)
9376,2012,rosario central,1,0,gimnasia y esgrima lp
9377,2012,atletico tucuman,0,0,atlanta
9378,2012,patronato (parana),3,2,defensa y justicia
9379,2012,chacarita juniors,1,0,sportivo desamparados (sj)
9380,2012,instituto (cordoba),2,0,atletico tucuman
9381,2012,river plate,3,1,sportivo desamparados (sj)
9382,2012,atlanta,0,0,rosario central
9383,2012,independiente rivadavia (mza),0,1,quilmes
9384,2012,defensa y justicia,3,0,chacarita juniors
9385,2012,gimnasia y esgrima (jujuy),1,0,aldosivi
9386,2012,gmobrown (ptomadryn),1,3,huracan
9387,2012,boca unidos (corrientes),1,1,ferro carril oeste
9388,2012,almirante brown,1,0,deportivo merlo
9389,2012,gimnasia y esgrima lp,0,0,patronato (parana)
9390,2012,quilmes,1,1,river plate
9391,2012,deportivo merlo,1,0,independiente rivadavia (mza)
9392,2012,ferro carril oeste,1,0,almirante brown
9393,2012,huracan,2,2,boca unidos (corrientes)
9394,2012,aldosivi,5,0,gmobrown (ptomadryn)
9395,2012,sportivo desamparados (sj),1,2,defensa y justicia
9396,2012,atletico tucuman,0,2,gimnasia y esgrima (jujuy)
9397,2012,rosario central,2,1,instituto (cordoba)
9398,2012,patronato (parana),3,2,atlanta
9399,2012,chacarita juniors,0,3,gimnasia y esgrima lp
9400,2012,river plate,2,2,defensa y justicia
9401,2012,atlanta,0,0,chacarita juniors
9402,2012,instituto (cordoba),0,0,patronato (parana)
9403,2012,gimnasia y esgrima (jujuy),2,0,rosario central
9404,2012,almirante brown,2,1,huracan
9405,2012,gmobrown (ptomadryn),0,2,atletico tucuman
9406,2012,boca unidos (corrientes),2,0,aldosivi
9407,2012,independiente rivadavia (mza),3,0,ferro carril oeste
9408,2012,quilmes,0,0,deportivo merlo
9409,2012,gimnasia y esgrima lp,1,1,sportivo desamparados (sj)
9410,2012,deportivo merlo,0,0,river plate
9411,2012,ferro carril oeste,1,0,quilmes
9412,2012,aldosivi,0,0,almirante brown
9413,2012,chacarita juniors,0,1,instituto (cordoba)
9414,2012,defensa y justicia,1,0,gimnasia y esgrima lp
9415,2012,huracan,3,0,independiente rivadavia (mza)
9416,2012,atletico tucuman,2,3,boca unidos (corrientes)
9417,2012,patronato (parana),2,1,gimnasia y esgrima (jujuy)
9418,2012,sportivo desamparados (sj),2,0,atlanta
9419,2012,rosario central,2,2,gmobrown (ptomadryn)
9420,2012,quilmes,2,0,huracan
9421,2012,river plate,2,0,gimnasia y esgrima lp
9422,2012,atlanta,1,1,defensa y justicia
9423,2012,instituto (cordoba),1,1,sportivo desamparados (sj)
9424,2012,almirante brown,0,1,atletico tucuman
9425,2012,deportivo merlo,0,0,ferro carril oeste
9426,2012,gmobrown (ptomadryn),2,0,patronato (parana)
9427,2012,boca unidos (corrientes),0,1,rosario central
9428,2012,independiente rivadavia (mza),2,2,aldosivi
9429,2012,gimnasia y esgrima (jujuy),0,1,chacarita juniors
9430,2012,defensa y justicia,1,3,instituto (cordoba)
9431,2012,aldosivi,0,0,quilmes
9432,2012,atletico tucuman,0,1,independiente rivadavia (mza)
9433,2012,chacarita juniors,1,2,gmobrown (ptomadryn)
9434,2012,sportivo desamparados (sj),2,2,gimnasia y esgrima (jujuy)
9435,2012,ferro carril oeste,0,0,river plate
9436,2012,rosario central,0,0,almirante brown
9437,2012,patronato (parana),3,3,boca unidos (corrientes)
9438,2012,gimnasia y esgrima lp,1,2,atlanta
9439,2012,huracan,1,0,deportivo merlo
9440,2012,instituto (cordoba),1,0,gimnasia y esgrima lp
9441,2012,gimnasia y esgrima (jujuy),2,0,defensa y justicia
9442,2012,quilmes,2,0,atletico tucuman
9443,2012,river plate,7,1,atlanta
9444,2012,gmobrown (ptomadryn),0,1,sportivo desamparados (sj)
9445,2012,boca unidos (corrientes),0,0,chacarita juniors
9446,2012,almirante brown,1,0,patronato (parana)
9447,2012,independiente rivadavia (mza),2,0,rosario central
9448,2012,deportivo merlo,1,1,aldosivi
9449,2012,ferro carril oeste,0,1,huracan
9450,2012,aldosivi,0,1,ferro carril oeste
9451,2012,defensa y justicia,2,2,gmobrown (ptomadryn)
9452,2012,atlanta,0,4,instituto (cordoba)
9453,2012,huracan,1,2,river plate
9454,2012,chacarita juniors,1,1,almirante brown
9455,2012,sportivo desamparados (sj),0,3,boca unidos (corrientes)
9456,2012,gimnasia y esgrima lp,1,0,gimnasia y esgrima (jujuy)
9457,2012,atletico tucuman,1,0,deportivo merlo
9458,2012,rosario central,0,0,quilmes
9459,2012,patronato (parana),2,2,independiente rivadavia (mza)
9460,2012,instituto (cordoba),0,0,river plate
9461,2012,almirante brown,4,0,sportivo desamparados (sj)
9462,2012,independiente rivadavia (mza),1,0,chacarita juniors
9463,2012,deportivo merlo,0,0,rosario central
9464,2012,gimnasia y esgrima (jujuy),0,4,atlanta
9465,2012,gmobrown (ptomadryn),0,1,gimnasia y esgrima lp
9466,2012,quilmes,1,1,patronato (parana)
9467,2012,ferro carril oeste,1,0,atletico tucuman
9468,2012,huracan,3,0,aldosivi
9469,2012,boca unidos (corrientes),4,1,defensa y justicia
9470,2012,rosario central,3,0,ferro carril oeste
9471,2012,instituto (cordoba),1,0,gimnasia y esgrima (jujuy)
9472,2012,river plate,1,2,aldosivi
9473,2012,atletico tucuman,2,0,huracan
9474,2012,sportivo desamparados (sj),3,0,independiente rivadavia (mza)
9475,2012,defensa y justicia,2,0,almirante brown
9476,2012,gimnasia y esgrima lp,1,1,boca unidos (corrientes)
9477,2012,atlanta,2,0,gmobrown (ptomadryn)
9478,2012,patronato (parana),1,0,deportivo merlo
9479,2012,chacarita juniors,1,3,quilmes
9480,2012,gimnasia y esgrima (jujuy),1,4,river plate
9481,2012,quilmes,0,1,sportivo desamparados (sj)
9482,2012,deportivo merlo,1,1,chacarita juniors
9483,2012,ferro carril oeste,1,1,patronato (parana)
9484,2012,huracan,0,1,rosario central
9485,2012,aldosivi,0,0,atletico tucuman
9486,2012,gmobrown (ptomadryn),1,1,instituto (cordoba)
9487,2012,almirante brown,0,1,gimnasia y esgrima lp
9488,2012,independiente rivadavia (mza),2,2,defensa y justicia
9489,2012,boca unidos (corrientes),1,0,atlanta
9490,2012,rosario central,3,1,aldosivi
9491,2012,chacarita juniors,1,1,ferro carril oeste
9492,2012,defensa y justicia,2,1,quilmes
9493,2012,gimnasia y esgrima lp,0,0,independiente rivadavia (mza)
9494,2012,river plate,0,2,atletico tucuman
9495,2012,atlanta,0,0,almirante brown
9496,2012,gimnasia y esgrima (jujuy),0,2,gmobrown (ptomadryn)
9497,2012,patronato (parana),2,1,huracan
9498,2012,instituto (cordoba),3,0,boca unidos (corrientes)
9499,2012,sportivo desamparados (sj),1,1,deportivo merlo
9500,2012,quilmes,3,1,gimnasia y esgrima lp
9501,2012,gmobrown (ptomadryn),1,4,river plate
9502,2012,independiente rivadavia (mza),0,0,atlanta
9503,2012,deportivo merlo,1,2,defensa y justicia
9504,2012,huracan,1,0,chacarita juniors
9505,2012,aldosivi,1,0,patronato (parana)
9506,2012,atletico tucuman,2,1,rosario central
9507,2012,boca unidos (corrientes),1,0,gimnasia y esgrima (jujuy)
9508,2012,almirante brown,0,0,instituto (cordoba)
9509,2012,ferro carril oeste,1,0,sportivo desamparados (sj)
9510,2012,defensa y justicia,1,1,ferro carril oeste
9511,2012,gimnasia y esgrima lp,3,0,deportivo merlo
9512,2012,river plate,1,1,rosario central
9513,2012,patronato (parana),1,2,atletico tucuman
9514,2012,sportivo desamparados (sj),0,1,huracan
9515,2012,chacarita juniors,0,2,aldosivi
9516,2012,gimnasia y esgrima (jujuy),1,2,almirante brown
9517,2012,gmobrown (ptomadryn),2,1,boca unidos (corrientes)
9518,2012,atlanta,0,1,quilmes
9519,2012,instituto (cordoba),1,1,independiente rivadavia (mza)
9520,2012,atletico tucuman,1,1,chacarita juniors
9521,2012,boca unidos (corrientes),1,0,river plate
9522,2012,independiente rivadavia (mza),4,2,gimnasia y esgrima (jujuy)
9523,2012,quilmes,1,1,instituto (cordoba)
9524,2012,deportivo merlo,3,1,atlanta
9525,2012,aldosivi,0,0,sportivo desamparados (sj)
9526,2012,rosario central,1,0,patronato (parana)
9527,2012,almirante brown,1,1,gmobrown (ptomadryn)
9528,2012,ferro carril oeste,0,0,gimnasia y esgrima lp
9529,2012,huracan,1,3,defensa y justicia
9530,2012,chacarita juniors,1,1,rosario central
9531,2012,sportivo desamparados (sj),0,2,atletico tucuman
9532,2012,gimnasia y esgrima lp,2,1,huracan
9533,2012,boca unidos (corrientes),0,1,almirante brown
9534,2012,river plate,1,0,patronato (parana)
9535,2012,defensa y justicia,0,2,aldosivi
9536,2012,instituto (cordoba),2,1,deportivo merlo
9537,2012,gimnasia y esgrima (jujuy),0,1,quilmes
9538,2012,gmobrown (ptomadryn),2,0,independiente rivadavia (mza)
9539,2012,atlanta,2,0,ferro carril oeste
9540,2012,independiente rivadavia (mza),1,3,boca unidos (corrientes)
9541,2012,deportivo merlo,3,1,gimnasia y esgrima (jujuy)
9542,2012,huracan,2,2,atlanta
9543,2012,aldosivi,1,1,gimnasia y esgrima lp
9544,2012,almirante brown,1,1,river plate
9545,2012,ferro carril oeste,0,0,instituto (cordoba)
9546,2012,atletico tucuman,0,1,defensa y justicia
9547,2012,patronato (parana),0,0,chacarita juniors
9548,2012,quilmes,6,0,gmobrown (ptomadryn)
9549,2012,rosario central,2,1,sportivo desamparados (sj)
9550,2012,huracan,0,0,instituto (cordoba)
9551,2012,independiente rivadavia (mza),3,1,almirante brown
9552,2012,rosario central,3,2,defensa y justicia
9553,2012,aldosivi,3,0,atlanta
9554,2012,ferro carril oeste,1,0,gimnasia y esgrima (jujuy)
9555,2012,deportivo merlo,2,1,gmobrown (ptomadryn)
9556,2012,chacarita juniors,0,2,river plate
9557,2012,patronato (parana),2,3,sportivo desamparados (sj)
9558,2012,quilmes,2,1,boca unidos (corrientes)
9559,2012,atletico tucuman,0,2,gimnasia y esgrima lp
9560,2012,almirante brown,0,1,quilmes
9561,2012,gimnasia y esgrima (jujuy),2,2,huracan
9562,2012,river plate,3,0,independiente rivadavia (mza)
9563,2012,gimnasia y esgrima lp,1,0,rosario central
9564,2012,defensa y justicia,1,1,patronato (parana)
9565,2012,boca unidos (corrientes),1,1,deportivo merlo
9566,2012,gmobrown (ptomadryn),1,0,ferro carril oeste
9567,2012,sportivo desamparados (sj),1,1,chacarita juniors
9568,2012,instituto (cordoba),3,1,aldosivi
9569,2012,atlanta,1,1,atletico tucuman
9570,2012,patronato (parana),2,0,gimnasia y esgrima lp
9571,2012,deportivo merlo,0,0,almirante brown
9572,2012,quilmes,7,1,independiente rivadavia (mza)
9573,2012,chacarita juniors,1,1,defensa y justicia
9574,2012,rosario central,2,0,atlanta
9575,2012,aldosivi,4,3,gimnasia y esgrima (jujuy)
9576,2012,huracan,1,1,gmobrown (ptomadryn)
9577,2012,ferro carril oeste,1,0,boca unidos (corrientes)
9578,2012,sportivo desamparados (sj),1,4,river plate
9579,2012,atletico tucuman,0,4,instituto (cordoba)
9580,2012,independiente rivadavia (mza),1,2,deportivo merlo
9581,2012,river plate,0,0,quilmes
9582,2012,almirante brown,1,0,ferro carril oeste
9583,2012,instituto (cordoba),3,0,rosario central
9584,2012,atlanta,0,0,patronato (parana)
9585,2012,defensa y justicia,2,0,sportivo desamparados (sj)
9586,2012,gmobrown (ptomadryn),1,2,aldosivi
